INSTNM,STABBR,COSTT4_A,AVGFACSAL,MD_EARN_WNE_P10,ADM_RATE,SAT_AVG,DEBT_MDN,UGDS
American Medical Sciences Center,CA,NULL,NULL,NULL,NULL,NULL,16000,77
Mandalyn Academy,UT,NULL,NULL,NULL,NULL,NULL,9500,65
Jose Maria Vargas University,FL,NULL,1348,NULL,NULL,NULL,PrivacySuppressed,34
Laird Institute of Spa Therapy,NH,NULL,NULL,NULL,NULL,NULL,7334,50
D A Dorsey Technical College,FL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,85
Keweenaw Bay Ojibwa Community College,MI,12201,4009,NULL,NULL,NULL,PrivacySuppressed,105
Meridian Institute of Surgical Assisting,TN,NULL,NULL,NULL,NULL,NULL,6729,249
Mauna Loa Helicopters,HI,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,19
Acaydia School of Aesthetics,UT,NULL,NULL,NULL,NULL,NULL,5906,13
Manhattan Institute,NY,NULL,NULL,NULL,NULL,NULL,6254,1135
Cosmetic Arts Institute,SC,NULL,NULL,NULL,NULL,NULL,10983,34
Holistic Massage Training Institute,MD,NULL,NULL,NULL,NULL,NULL,6333,18
Diamonds Cosmetology College,TX,NULL,NULL,NULL,NULL,NULL,6000,41
Tramy Beauty School,CA,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,270
Scholars Cosmetology University,MI,NULL,NULL,NULL,NULL,NULL,5708.5,30
Northern Virginia School of Therapeutic Massage,VA,NULL,NULL,NULL,NULL,NULL,5542,96
Paul Mitchell the School-St Louis,MO,NULL,NULL,NULL,NULL,NULL,12500,225
Advanced Training Institute,NV,NULL,NULL,NULL,NULL,NULL,7600,308
Cosmopolitan Beauty and Tech School,VA,NULL,NULL,NULL,NULL,NULL,3500,110
The Salon Professional Academy-Elgin,IL,NULL,NULL,NULL,NULL,NULL,5417,33
Salon 496 Barber Academy,SC,NULL,NULL,NULL,NULL,NULL,9500,30
Shepherds Theological Seminary,NC,NULL,5609,NULL,NULL,NULL,PrivacySuppressed,4
Taylor Andrews Academy of Hair Design-West Jordan,UT,NULL,NULL,NULL,NULL,NULL,10953,175
Santa Ana Beauty Academy,CA,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,43
Grace College of Divinity,NC,12558,3239,NULL,NULL,NULL,8464.5,95
Evolve Beauty Academy,MO,NULL,NULL,NULL,NULL,NULL,9974,25
The Salon Professional Academy-Rochester,MN,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,35
Aveda Institute-New Mexico,NM,NULL,NULL,NULL,NULL,NULL,9500,132
Nashville Barber and Style Academy,TN,NULL,NULL,NULL,NULL,NULL,9500,59
American Trade School,MO,NULL,NULL,NULL,NULL,NULL,9909,97
Estelle Skin Care and Spa Institute,IL,NULL,NULL,NULL,NULL,NULL,5830,95
Paul Mitchell the School-Honolulu,HI,NULL,NULL,NULL,NULL,NULL,10000,134
Elite Cosmetology School,CA,NULL,NULL,NULL,NULL,NULL,9500,90
Academy of Aesthetic Arts,KS,NULL,NULL,NULL,NULL,NULL,9500,29
American Technical Institute,PR,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,6
Twin Rivers Adult School,CA,NULL,NULL,NULL,NULL,NULL,NULL,51
Bergin University of Canine Studies,CA,NULL,4000,NULL,NULL,NULL,PrivacySuppressed,32
Aveda Institute-Boise,ID,NULL,NULL,NULL,NULL,NULL,8555,67
Progressive Training Centers,FL,NULL,NULL,NULL,NULL,NULL,5766.5,6
American Health Institute,FL,NULL,NULL,NULL,NULL,NULL,6500,68
Pima Medical Institute-Aurora,CO,NULL,4078,NULL,NULL,NULL,7367,211
Real Barbers College,CA,NULL,NULL,NULL,NULL,NULL,5500,116
Capilo School of Hair Design,ME,NULL,NULL,NULL,NULL,NULL,6333,176
Pure Aesthetics,AZ,NULL,NULL,NULL,NULL,NULL,6333,37
Lindsey Institute of Cosmetology,KY,NULL,NULL,NULL,NULL,NULL,9500,71
The Salon Professional Academy-Iowa City,IA,NULL,NULL,NULL,NULL,NULL,12000,39
Buckner Barber School,TX,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,28
Simmons College of Kentucky,KY,NULL,1006,NULL,NULL,NULL,PrivacySuppressed,120
Atelier Esthetique Institute of Esthetics,NY,NULL,NULL,NULL,NULL,NULL,5845,128
Ashdown College of Health Sciences,CA,26873,NULL,NULL,NULL,NULL,15112.5,41
Advanced College of Cosmetology,WI,NULL,NULL,NULL,NULL,NULL,9500,51
North American University,TX,19909,5083,NULL,NULL,NULL,6000,350
Entourage Institute of Beauty and Esthetics,KS,NULL,NULL,NULL,NULL,NULL,8036,51
United Beauty College,CO,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,59
Cinta Aveda Institute,CA,NULL,NULL,NULL,NULL,NULL,8028,221
Long Island Nail Skin & Hair Institute,NY,NULL,NULL,NULL,NULL,NULL,6333,139
Mesivta Keser Torah,NJ,25242,1136,NULL,1,NULL,PrivacySuppressed,33
Southern California Health Institute,CA,NULL,NULL,NULL,NULL,NULL,9500,272
Best Care College,NJ,NULL,NULL,NULL,NULL,NULL,4315.5,78
First Class Cosmetology School,WI,NULL,NULL,NULL,NULL,NULL,14000,66
Millennia Atlantic University,FL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,60
Abcott Institute,MI,NULL,NULL,NULL,NULL,NULL,6333,151
The Salon Professional Academy-Kenosha,WI,NULL,NULL,NULL,NULL,NULL,10103,113
Paul Mitchell the School-Indianapolis,IN,NULL,NULL,NULL,NULL,NULL,9500,174
Taylor Andrews Academy-St George,UT,NULL,NULL,NULL,NULL,NULL,7500,120
Seymour Beauty Academy,MO,NULL,NULL,NULL,NULL,NULL,10038.5,28
Protege Academy,MI,NULL,NULL,NULL,NULL,NULL,9833,74
Colorado Academy of Veterinary Technology,CO,23319,NULL,NULL,0.8,NULL,12667,78
Northeast Technical Institute,ME,NULL,NULL,NULL,NULL,NULL,7600,462
Salinas Beauty College Inc,CA,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,66
Academy for Salon Professionals,CA,NULL,NULL,NULL,NULL,NULL,10556,228
Elite School of Cosmetology,OH,NULL,NULL,NULL,NULL,NULL,9350,34
Paul Mitchell the School-Las Vegas,NV,NULL,NULL,NULL,NULL,NULL,12000,255
Summit Salon Academy-Kokomo,IN,NULL,NULL,NULL,NULL,NULL,9833,68
Hair Academy,AL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,13
Florida Academy,FL,NULL,NULL,NULL,NULL,NULL,6333,65
Institute for Doctoral Studies in the Visual Arts,ME,NULL,6667,NULL,NULL,NULL,PrivacySuppressed,NULL
State Career College,IL,NULL,NULL,NULL,NULL,NULL,9500,86
Academy for Salon Professionals,CA,NULL,NULL,NULL,NULL,NULL,6333,83
Paul Mitchell the School-Spokane,WA,NULL,NULL,NULL,NULL,NULL,10167.5,239
Lincoln College of New England-Hartford,CT,NULL,NULL,32300,NULL,NULL,11998,0
Lincoln College of Technology-Cleveland,OH,24722,3758,16300,NULL,NULL,11053,67
J Renee College,IL,NULL,NULL,NULL,NULL,NULL,7261,110
National Personal Training Institute of Colorado,CO,NULL,NULL,NULL,NULL,NULL,6333,115
National Personal Training Institute of Colorado,CO,NULL,NULL,NULL,NULL,NULL,6333,78
International College of Beauty Arts & Sciences,CA,NULL,NULL,NULL,NULL,NULL,6850,35
The Salon Professional Academy-Shorewood,IL,NULL,NULL,NULL,NULL,NULL,9833,162
John Paul the Great Catholic University,CA,40896,6738,NULL,0.8815,1069,9500,189
ITT Technical Institute-Durham,NC,27753,NULL,38800,0.9153,NULL,12224,168
ITT Technical Institute-Hanover,MD,26226,4284,38800,0.8446,NULL,12224,313
University of Phoenix-Mississippi,MS,22994,1259,48400,NULL,NULL,9254,66
Independence University,UT,22662,1176,27700,NULL,NULL,8500,1056
National American University-Tulsa,OK,NULL,3350,34800,NULL,NULL,6976,251
National American University-Centennial,CO,24096,NULL,34800,NULL,NULL,6976,139
National American University-Lee's Summit,MO,23880,NULL,34800,NULL,NULL,6976,360
National American University-Colorado Springs South,CO,23202,NULL,34800,NULL,NULL,6976,262
Globe University-Appleton,WI,28514,3317,28500,NULL,NULL,14167,261
Salter College-Chicopee,MA,NULL,NULL,27100,NULL,NULL,7359,70
Chamberlain University-Missouri,MO,25501,5644,49000,0.6,NULL,16248,488
Chamberlain University-Texas,TX,NULL,6387,49000,0,NULL,16248,258
ITT Technical Institute-Oakland,CA,26788,5075,38800,0.902,NULL,12224,169
Continental School of Beauty Culture-Mattydale,NY,NULL,NULL,18300,NULL,NULL,6333,272
Everest College-Bedford Park,IL,NULL,NULL,26000,NULL,NULL,9500,705
Fortis College-Akron,OH,NULL,NULL,23500,NULL,NULL,12178,144
Carrington College-Pomona,CA,NULL,4616,29000,1,NULL,11771,301
Regency Beauty Institute-Copperwood,TX,NULL,NULL,21800,NULL,NULL,9410,89
Regency Beauty Institute-Little Rock,AR,NULL,NULL,21800,NULL,NULL,9410,86
Regency Beauty Institute-Baltimore Golden Ring,MD,NULL,NULL,21800,NULL,NULL,9410,68
Regency Beauty Institute-El Paso,TX,NULL,NULL,21800,NULL,NULL,9410,128
Regency Beauty Institute-Jacksonville Regency,FL,NULL,NULL,21800,NULL,NULL,9410,41
Regency Beauty Institute-Knoxville,TN,NULL,NULL,21800,NULL,NULL,9410,52
Regency Beauty Institute-Fayetteville,AR,NULL,NULL,21800,NULL,NULL,9410,65
Regency Beauty Institute-Lansing,MI,NULL,NULL,21800,NULL,NULL,9410,80
Regency Beauty Institute-Jacksonville Orange Park,FL,NULL,NULL,21800,NULL,NULL,9410,37
Regency Beauty Institute-Crystal Lake,IL,NULL,NULL,21800,NULL,NULL,9410,86
Regency Beauty Institute-Manassas,VA,NULL,NULL,21800,NULL,NULL,9410,90
Regency Beauty Institute-Castleton,IN,NULL,NULL,21800,NULL,NULL,9410,75
Regency Beauty Institute-North Nashville,TN,NULL,NULL,21800,NULL,NULL,9410,70
Regency Beauty Institute-Round Rock,TX,NULL,NULL,21800,NULL,NULL,9410,119
Regency Beauty Institute-Merrillville,IN,NULL,NULL,21800,NULL,NULL,9410,146
Regency Beauty Institute-Roanoke,VA,NULL,NULL,21800,NULL,NULL,9410,58
Regency Beauty Institute-Toledo,OH,NULL,NULL,21800,NULL,NULL,9410,83
Regency Beauty Institute-SW Houston,TX,NULL,NULL,21800,NULL,NULL,9410,89
Altierus Career College-Atlanta West,GA,NULL,NULL,28300,NULL,NULL,9500,634
Broadview University-Boise,ID,28372,3791,25900,NULL,NULL,10800,136
Advanced Institute of Hair Design-Madison,WI,NULL,NULL,22200,NULL,NULL,9500,98
Paul Mitchell the School-Columbia,SC,NULL,NULL,16400,NULL,NULL,9500,179
Paul Mitchell the School-Charleston,SC,NULL,NULL,16400,NULL,NULL,9500,196
Everest College-Melrose Park,IL,NULL,NULL,25100,NULL,NULL,9500,545
Kenneth Shuler School of Cosmetology-Greenville,SC,NULL,NULL,PrivacySuppressed,NULL,NULL,8002,175
South University-Accelerated Graduate Programs,GA,NULL,NULL,30300,NULL,NULL,6109,NULL
South University-The Art Institute of Fort Worth,TX,30693,4505,30300,NULL,NULL,6109,346
South University-Novi,MI,29650,6750,30300,0.3333,NULL,6109,354
Northwest College-Eugene,OR,NULL,NULL,20400,NULL,NULL,12377,224
Northwest College-Tualatin,OR,NULL,NULL,20400,NULL,NULL,12377,152
Harrison College-Morrisville,NC,24497,4373,23600,1,NULL,9500,203
Trend Setters' Academy of Beauty Culture-Louisville,KY,NULL,NULL,14500,NULL,NULL,5159,194
National University College-Caguas,PR,14330,3021,17100,0.8427,NULL,3500,920
Beauty Schools of America,FL,NULL,NULL,15000,NULL,NULL,8333,380
CET-Soledad,CA,NULL,NULL,22000,NULL,NULL,5109,97
MarJon School of Beauty ltd-Lockport,NY,NULL,NULL,17700,NULL,NULL,7000,65
Houston Training Schools-Southwest,TX,NULL,NULL,16400,NULL,NULL,PrivacySuppressed,205
Vanguard College of Cosmetology-Metairie,LA,NULL,NULL,PrivacySuppressed,NULL,NULL,13707.5,123
New England Tractor Trailer Training School of Massachusetts,MA,12199,NULL,39000,NULL,NULL,6256,219
Heritage College-Columbus,OH,NULL,NULL,23700,NULL,NULL,9500,520
Cortiva Institute-Las Vegas,NV,NULL,NULL,24500,NULL,NULL,7908,453
Cortiva Institute-Tempe,AZ,NULL,NULL,24500,NULL,NULL,7908,326
Cortiva Institute-Phoenix,AZ,NULL,NULL,24500,NULL,NULL,7908,459
Cortiva Institute-Westminster,CO,NULL,NULL,24500,NULL,NULL,7908,191
Cortiva Institute-Aurora,CO,NULL,NULL,24500,NULL,NULL,7908,248
Sanford-Brown College-Portland,OR,NULL,4523,28400,NULL,NULL,14166,50
Tint School of Makeup and Cosmetology-Grand Prairie,TX,NULL,NULL,18700,NULL,NULL,3500,140
Dewey University-Yabucoa,PR,11677,NULL,16100,NULL,NULL,PrivacySuppressed,2
Dewey University-Hatillo,PR,12063,NULL,16100,NULL,NULL,PrivacySuppressed,270
Dewey University-Manati,PR,11551,NULL,16100,NULL,NULL,PrivacySuppressed,274
Sanford-Brown College-Skokie,IL,NULL,NULL,34200,NULL,NULL,9500,105
Cortiva Institute-York,PA,NULL,NULL,27600,NULL,NULL,6967,45
Allen School-Phoenix,AZ,NULL,NULL,29300,NULL,NULL,9330,823
Oklahoma Technical College,OK,NULL,3419,20600,NULL,NULL,9486,182
Midwest Technical Institute-Moline,IL,NULL,NULL,28100,NULL,NULL,9500,313
Star Career Academy-Clifton,NJ,NULL,NULL,31600,NULL,NULL,8762.5,229
Unitech Training Academy-Alexandria,LA,NULL,NULL,22300,NULL,NULL,5300,78
Unitech Training Academy-Lake Charles,LA,NULL,NULL,22300,NULL,NULL,5300,92
Aveda Institute-Los Angeles,CA,NULL,NULL,NULL,NULL,NULL,9833,175
Career Quest Learning Center-Kalamazoo,MI,NULL,3576,PrivacySuppressed,NULL,NULL,9500,99
Buchanan Beauty College of Tullahoma,TN,NULL,NULL,PrivacySuppressed,NULL,NULL,3500,19
WellSpring School of Allied Health-Lawrence,KS,NULL,2500,PrivacySuppressed,NULL,NULL,7125,28
The Art Institute of Wisconsin,WI,29785,4464,29600,NULL,NULL,9500,535
Brown Mackie College-Birmingham,AL,24121,4012,29600,NULL,NULL,9500,954
Regina's College of Beauty,GA,NULL,NULL,PrivacySuppressed,NULL,NULL,6622,23
Manuel and Theresa's School of Hair Design-Victoria,TX,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,23
Coast Career Institute,CA,NULL,NULL,NULL,NULL,NULL,5836,92
Tricoci University of Beauty Culture-Chicago NE,IL,NULL,NULL,NULL,NULL,NULL,10259,84
ITT Technical Institute-Bradenton,FL,29596,NULL,38800,0.9,NULL,12224,66
ITT Technical Institute-Phoenix West,AZ,26994,5067,38800,0.9375,NULL,12224,262
ITT Technical Institute-Brooklyn Center,MN,27753,3719,38800,0.7255,NULL,12224,159
ITT Technical Institute-Orlando,FL,28462,5235,38800,0.7952,NULL,12224,377
ITT Technical Institute-Waco,TX,27563,4889,38800,0.9355,NULL,12224,231
ITT Technical Institute-Myrtle Beach,SC,27563,NULL,38800,0.9524,NULL,12224,216
University of Phoenix-Knoxville Campus,TN,23434,600,48400,NULL,NULL,9254,88
Los Angeles Pacific University,CA,24993,6570,50500,NULL,NULL,13500,650
Minneapolis Media Institute,MN,29536,4773,27500,NULL,NULL,9500,147
CollegeAmerica-Phoenix,AZ,27752,3623,22600,NULL,NULL,13750,200
Stevens-Henager College,ID,28440,3500,22600,NULL,NULL,13750,73
Avalon School of Cosmetology-Phoenix,AZ,NULL,NULL,20300,NULL,NULL,9566.5,233
Avalon School of Cosmetology-Layton,UT,NULL,NULL,20300,NULL,NULL,9566.5,172
Hair Design Institute,FL,NULL,NULL,18800,NULL,NULL,7372,67
Hair Design Institute,FL,NULL,NULL,18800,NULL,NULL,7372,122
University of Phoenix-Baton Rouge Campus,LA,23154,1446,48400,NULL,NULL,9254,470
University of Phoenix-Lafayette Campus,LA,23434,2510,48400,NULL,NULL,9254,85
University of Phoenix-Shreveport-Bossier Campus,LA,23434,1701,48400,NULL,NULL,9254,131
All-State Career School-Allied Health Campus,PA,55632,4323,33800,NULL,NULL,6333,350
Aveda Institute-Des Moines,IA,NULL,NULL,NULL,NULL,NULL,11821,213
Fortis Institute-Lawrenceville,NJ,NULL,NULL,28800,NULL,NULL,9500,270
Relay Graduate School of Education,NY,NULL,7896,NULL,NULL,NULL,PrivacySuppressed,NULL
Brown Mackie College-Oklahoma City,OK,24075,3958,23000,NULL,NULL,8075.5,355
Sanford-Brown College-Austin,TX,23289,5625,27600,NULL,NULL,9500,17
Platt College-Miller-Motte Technical-Macon,GA,25865,4175,24800,NULL,NULL,9500,350
Miller-Motte Technical College-Gulfport,MS,27031,3433,24800,NULL,NULL,9500,237
International Culinary Center-California,CA,NULL,NULL,36500,NULL,NULL,6333,124
South University-Savannah Online,GA,30660,5717,30300,NULL,NULL,6109,9592
Fortis College-Montgomery,AL,NULL,5208,20500,NULL,NULL,8882,192
San Joaquin Valley College-Temecula,CA,23769,5539,27100,NULL,NULL,12997.5,393
Rio Grande Bible Institute,TX,NULL,1600,NULL,0.8,NULL,NULL,108
Miller-Motte Technical College-Roanoke,VA,25945,3899,19000,NULL,NULL,9500,297
Whitworth University-Adult Degree Programs,WA,NULL,5539,41000,NULL,NULL,20500,310
American Broadcasting School-Online Program,OK,NULL,NULL,27800,NULL,NULL,6289,81
Springfield College-School of Professional and Continuing Studies,MA,NULL,7648,43000,NULL,NULL,18000,1319
Marian Health Careers Center-Van Nuys Campus,CA,NULL,NULL,54400,NULL,NULL,12896,94
Sanford-Brown College-Brooklyn Center,MN,21702,4713,31500,NULL,NULL,22622,144
Milan Institute-Las Vegas,NV,NULL,NULL,16100,NULL,NULL,8971,402
Virginia College-Savannah,GA,19702,3009,24400,NULL,NULL,9500,620
Virginia College-Columbus,GA,6172,2572,24400,NULL,NULL,9500,741
Donna's Academy of Hair Design,MO,NULL,NULL,NULL,NULL,NULL,9833,42
New York School of Esthetics & Day Spa,NY,NULL,NULL,NULL,NULL,NULL,6333,80
Panache Academy of Beauty,WI,NULL,NULL,NULL,NULL,NULL,8750,45
Finger Lakes Health College of Nursing,NY,14880,4167,29800,NULL,NULL,5787,119
ASI Career Institute,NJ,NULL,NULL,NULL,NULL,NULL,6333,11
Chicago School for Piano Technology,IL,NULL,NULL,NULL,0.6154,NULL,PrivacySuppressed,9
Midwest Technical Institute-Ridgeland,MS,NULL,NULL,28100,NULL,NULL,9500,428
Christine Valmy International School of Esthetics & Cosmetology,NJ,NULL,NULL,NULL,NULL,NULL,3500,135
City College-Hollywood,FL,24582,NULL,26100,NULL,NULL,13986,126
Paul Mitchell the School-Arlington,TX,NULL,NULL,26000,NULL,NULL,9615,237
Rocky Mountain University of Health Professions,UT,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,NULL
MediaTech Institute-Oceanside,CA,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,51
Christie's Education,NY,NULL,5962,NULL,NULL,NULL,PrivacySuppressed,NULL
Prince Institute-Great Lakes,IL,20322,NULL,PrivacySuppressed,NULL,NULL,10454,57
Palmetto Beauty School,SC,NULL,NULL,NULL,NULL,NULL,6616,65
Paul Mitchell the School-Fort Myers,FL,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,110
Paul Mitchell the School-Raleigh,NC,NULL,NULL,NULL,NULL,NULL,9500,147
Stella and Charles Guttman Community College,NY,10818,8684,NULL,NULL,NULL,PrivacySuppressed,493
Lil Lou's Beauty and Barber College LLC,IN,NULL,NULL,NULL,NULL,NULL,4750,62
Bryan University,MO,22839,2917,23300,NULL,NULL,12095,111
Virginia College-Tulsa,OK,19685,2741,24400,NULL,NULL,9500,121
Criswell College,TX,23168,6011,NULL,NULL,NULL,5500,225
Virginia College-Knoxville,TN,16331,3182,24400,NULL,NULL,9500,602
Columbia Academy of Cosmetology,SC,NULL,NULL,PrivacySuppressed,NULL,NULL,6391,37
Beverly Hills Design Institute,CA,38389,2633,NULL,0.7241,NULL,PrivacySuppressed,21
Global Institute,PR,9332,NULL,NULL,NULL,NULL,PrivacySuppressed,24
Reflections Academy of Beauty,IL,NULL,NULL,NULL,NULL,NULL,8500,21
UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,TX,NULL,NULL,14800,NULL,NULL,4195,103
Preferred College of Nursing-Van Nuys,CA,NULL,NULL,NULL,NULL,NULL,17084,18
Bryant & Stratton College-Akron,OH,21865,4621,22900,NULL,NULL,8283,313
Annenberg School of Nursing,CA,NULL,NULL,NULL,0.9333,NULL,PrivacySuppressed,12
American Medical Academy,FL,NULL,2396,NULL,NULL,NULL,5500,343
Chamberlain University-Georgia,GA,28916,6052,49000,0.3333,NULL,16248,610
Chamberlain University-Indiana,IN,28814,6511,49000,0.3333,NULL,16248,159
Carrington College-Mesquite,TX,NULL,NULL,26800,1,NULL,9500,308
Sessions College for Professional Design,AZ,NULL,NULL,NULL,0.9565,NULL,6970.5,70
Virginia College-Shreveport,LA,22975,2906,24400,NULL,NULL,9500,264
Strayer University-Wisconsin,WI,NULL,7402,47300,NULL,NULL,6334,128
Strayer University-Indiana,IN,NULL,5837,47300,NULL,NULL,6334,96
Tulsa Welding School-Jacksonville,FL,19457,NULL,35300,NULL,NULL,9500,176
Regency Beauty Institute-Hoover,AL,NULL,NULL,21800,NULL,NULL,9410,53
Regency Beauty Institute-San Antonio,TX,NULL,NULL,21800,NULL,NULL,9410,29
Regency Beauty Institute-Carrollwood,FL,NULL,NULL,21800,NULL,NULL,9410,17
Regency Beauty Institute-Clearwater,FL,NULL,NULL,21800,NULL,NULL,9410,12
Regency Beauty Institute-Newport News,VA,NULL,NULL,21800,NULL,NULL,9410,138
Regency Beauty Institute-Lewisville,TX,NULL,NULL,21800,NULL,NULL,9410,29
Regency Beauty Institute-Dallas,TX,NULL,NULL,21800,NULL,NULL,9410,23
Regency Beauty Institute-Plano,TX,NULL,NULL,21800,NULL,NULL,9410,46
Empire Beauty School-Virginia Beach,VA,NULL,NULL,21000,NULL,NULL,6222,181
Sanford-Brown College-Columbus,OH,NULL,7250,27600,NULL,NULL,9500,31
Ross Medical Education Center-Morgantown,WV,NULL,NULL,24400,NULL,NULL,9500,84
Paul Mitchell the School-Ogden,UT,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,107
CollegeAmerica-Colorado Springs South,CO,34422,3333,24800,NULL,NULL,15276,31
Everest Institute-Bensalem,PA,NULL,NULL,23500,NULL,NULL,9500,514
Golf Academy of America-Dallas,TX,NULL,3999,24400,NULL,NULL,9500,134
Cortiva Institute-Dallas,TX,NULL,NULL,24500,NULL,NULL,7908,310
Miami Ad School-New York,NY,NULL,NULL,73100,NULL,NULL,16333,97
Lacy Cosmetology School-West Ashley,SC,NULL,NULL,PrivacySuppressed,NULL,NULL,9500,9
Dade Medical College-West Palm Beach,FL,NULL,5380,PrivacySuppressed,NULL,NULL,16716.5,259
Dade Medical College-Jacksonville,FL,NULL,5620,PrivacySuppressed,NULL,NULL,16716.5,191
WestMed College,CA,NULL,NULL,NULL,NULL,NULL,9500,356
Larry's Barber College,IL,NULL,NULL,NULL,NULL,NULL,3207,16
Futura Career Institute,FL,18000,NULL,NULL,NULL,NULL,PrivacySuppressed,100
Access Careers,NY,NULL,NULL,NULL,NULL,NULL,9500,301
Flair Beauty College,CA,NULL,NULL,NULL,NULL,NULL,6333,60
Eternity Cosmetology School Corp,FL,NULL,NULL,NULL,NULL,NULL,9500,205
Tri-State Institute of Hair Design,KY,NULL,NULL,NULL,NULL,NULL,6333,39
Vogue College of Cosmetology-San Antonio Fredericksburg,TX,NULL,NULL,NULL,NULL,NULL,4310.5,118
Vogue College of Cosmetology,TX,NULL,NULL,NULL,NULL,NULL,6333,137
Tomorrow's Image Barber And Beauty Academy of Virginia,VA,NULL,NULL,NULL,NULL,NULL,9500,18
